146,147.100006
137.009995,140.570007
143.75,149.600006
148.910004,154.330002
148.399994,156.660004
151.75,154.889999
152.440002,160.600006
159.399994,164.779999
153,157.75
151.860001,155.479996
155.100006,157.380005
160.320007,166.5
169.589996,170
165.669998,166.669998
166.360001,167.369995
164.350006,165.570007
169,173.75
171.199997,173.570007
174.300003,177.279999
179.5,180
176.630005,178.75
173.5,173.669998
171.389999,174
174.110001,175.059998
172.059998,174.559998
176.589996,176.899994
175.589996,175.669998
173.220001,177.679993
180,180.399994
175.800003,178.639999
174.490005,179
180.619995,183.649994
182.080002,184.199997
184.169998,184.550003
184.979996,185
183.149994,187.509995
186.800003,187.039993
182.550003,184.050003
177.539993,180.690002
179.059998,187.059998
185.75,186.199997
185.029999,186.600006
184.809998,185.850006
185.399994,186.669998
183.190002,184.460007
186.339996,186.5
180.199997,181.990005
180.740005,184.149994
182.729996,184.270004
182.539993,183
184.25,185
184.820007,185.940002
184.300003,185.839996
182.619995,187.729996
185.940002,188.550003
188,190.699997
191.130005,198.520004
193.130005,195.759995
190.539993,191.720001
184.580002,190.820007
192.889999,195.580002
195.029999,196.320007
194,196.490005
198.589996,199.289993
195.789993,200.759995
202.089996,203.949997
201.600006,203.25
197.800003,200.610001
199.729996,199.889999
195.779999,198.529999
197.880005,204.399994
203.139999,206.350006
205.679993,208.020004
208.830002,211.130005
210.449997,214.669998
210.070007,213.259995
216.330002,216.380005
213.619995,214.080002
214.479996,215.800003
206.130005,208.850006
209.559998,211.330002
205.399994,205.699997
204.470001,205.039993
205,212.300003
213.660004,213.940002
209.199997,212.300003
207.190002,210.919998
200.419998,202.860001
201.470001,203.970001
203.610001,204.699997
202.5,204.649994
201,204.460007
204.399994,205.100006
211.520004,217.639999
214.169998,214.770004
214.899994,215
212.339996,216.369995
214.850006,215.699997
211.669998,211.880005
207.160004,207.649994
205.289993,210.279999
209.440002,211.350006
208.759995,209.589996
209.600006,211.190002
210.529999,212.360001
211.490005,212.100006
209.539993,215
213.860001,216.25
214.789993,215.520004
213.100006,216.610001
217.880005,222.089996
222.889999,231.149994
228.179993,230.639999
227,228.699997
225.509995,227.449997
227.970001,232.860001
229.270004,229.309998
215.100006,218.360001
206.5,210.029999
207.600006,214.839996
213.399994,214.740005
207.199997,208.630005
204.240005,209.199997
208.419998,209.779999
210.619995,210.649994
200.050003,204.330002
202.800003,203.649994
197.190002,202.710007
205.059998,208.100006
207.899994,208.100006
199.850006,205.570007
203.550003,209.039993
210.880005,212.570007
209.350006,210.070007
207.729996,211.979996
213.490005,213.990005
208,210.990005
207.220001,210.410004
208.820007,210.179993
207.059998,210.110001
210.509995,211.190002
211.229996,215.860001
218.789993,223.860001
222.720001,225.210007
223,224.220001
217.100006,220.360001
220.149994,222.289993
220.419998,222.300003
215.800003,217.369995
213.119995,216.919998
213.929993,216.059998
215.029999,216.279999
213.850006,216.339996
211.589996,214.669998
207.669998,208.839996
204.070007,207.360001
203.5,204.289993
204.289993,205.279999
203.889999,208.119995
214.020004,218.320007
222.039993,224.119995
222.259995,224.360001
224.440002,228.119995
214.5,216.5
212.389999,218.039993
217.210007,219.110001
216.360001,217.419998
214.869995,217.740005
216.100006,217.679993
213.649994,215.169998
211.380005,213.029999
212.199997,213.289993
210.949997,212.289993
209.589996,214.25
215.110001,215.289993
214.850006,216.270004
214.100006,214.759995
214.509995,217.320007
214.880005,215.470001
214.610001,216.380005
214.220001,215.380005
214.369995,215.539993
213.970001,216.949997
215.160004,215.229996
211.770004,213.080002
210.050003,213.320007
213.100006,216.210007
215.169998,215.419998
214.75,220.110001
219.869995,220.889999
218.589996,219.690002
217.550003,224
222.690002,225.630005
223.110001,223.559998
221.419998,223.610001
224.449997,226.029999
226.309998,227.179993
225.229996,225.630005
221.699997,223
222.529999,223
217.259995,218.520004
212.169998,216.490005
214.039993,219.339996
218.679993,220.580002
218.470001,218.910004
216.5,217.100006
214.020004,216.759995
215.910004,217.460007
213.520004,214.509995
213.75,216.979996
217.699997,225.789993
224.699997,226.300003
227.080002,230.070007
229.119995,229.779999
231.860001,234.179993
238,240.440002
235.610001,242.639999
235.990005,238.020004
235.059998,242.5
241.300003,242.309998
239.570007,245.089996
242.660004,243.240005
242.229996,243.279999
243.149994,243.679993
241.869995,244.759995
245,245.919998
244.779999,245.149994
243.929993,245.300003
245.029999,246.130005
241.320007,244.309998
241.800003,243.929993
243.75,243.860001
237.419998,237.929993
230.330002,234.830002
230.009995,235.199997
232.080002,234.589996
231.529999,235.369995
235.899994,237.470001
237.009995,237.300003
232.160004,233.580002
226.740005,232.490005
229.520004,233.270004
231.369995,233.369995
232.880005,235.380005
237,237
234.960007,239.169998
234.009995,235.820007
234.960007,235.190002
236.279999,240.059998
236.149994,238.550003
232.559998,234.190002
231.020004,232.470001
